,wind_code,i_weight
1,600000.SH,1.22408614529
2,600004.SH,0.0731624318245
3,600006.SH,0.037827580234
4,600007.SH,0.0693434736858
5,600008.SH,0.108332873734
6,600009.SH,0.243627073357
7,600010.SH,0.332204182967
8,600011.SH,0.295400861773
9,600012.SH,0.049978639618
10,600015.SH,0.387548381692
11,600016.SH,0.791325108847
12,600017.SH,0.0452451005301
13,600018.SH,0.484645780389
14,600019.SH,0.471237121637
15,600020.SH,0.0374786899991
16,600021.SH,0.095954437809
17,600022.SH,0.0744935671953
18,600023.SH,0.264616670313
19,600026.SH,0.0582405301213
20,600027.SH,0.140537704473
21,600028.SH,1.98226539583
22,600029.SH,0.20733066744
23,600030.SH,0.540579825291
24,600031.SH,0.17858519091
25,600033.SH,0.0352558335507
26,600035.SH,0.0320319127407
27,600036.SH,1.53691220884
28,600037.SH,0.0659981880065
29,600038.SH,0.0819209308774
30,600039.SH,0.0409423583997
31,600048.SH,0.389489489815
32,600050.SH,0.536699386435
33,600051.SH,0.00943105299113
34,600052.SH,0.0148044924589
35,600053.SH,0.0494639110836
36,600054.SH,0.0301866632443
37,600055.SH,0.0211543588316
38,600056.SH,0.08742794673
39,600057.SH,0.0386525719143
40,600058.SH,0.0432727742052
41,600059.SH,0.0245553077056
42,600060.SH,0.062669181535
43,600061.SH,0.189201056903
44,600062.SH,0.0621768695096
45,600063.SH,0.0264382025748
46,600064.SH,0.0393014341276
47,600066.SH,0.154063234097
48,600067.SH,0.0328238950457
49,600068.SH,0.161857103702
50,600069.SH,0.0375125273308
51,600070.SH,0.0211062210369
52,600071.SH,0.0168069189096
53,600072.SH,0.0399291061239
54,600073.SH,0.0281297066337
55,600074.SH,0.0996563728714
56,600075.SH,0.0282551208196
57,600076.SH,0.027624984719
58,600077.SH,0.0178063487863
59,600078.SH,0.0129584728412
60,600079.SH,0.082518726594
61,600080.SH,0.0095824438981
62,600081.SH,0.0124457741972
63,600082.SH,0.0144105527307
64,600083.SH,0.00934741200817
65,600084.SH,0.0240344659187
66,600085.SH,0.147456506415
67,600086.SH,0.0525315267443
68,600088.SH,0.0181650133003
69,600089.SH,0.106018731193
70,600090.SH,0.0422593765023
71,600091.SH,0.00960750426597
72,600093.SH,0.0488512214679
73,600094.SH,0.0599588180834
74,600095.SH,0.0090002768554
75,600096.SH,0.0321585350448
76,600097.SH,0.0119832532975
