,wind_code,i_weight
208,300210.SZ,0.1122
209,300211.SZ,0.058
210,300212.SZ,0.2781
211,300213.SZ,0.1012
212,300214.SZ,0.0708
213,300215.SZ,0.2107
214,300216.SZ,0.2324
215,300217.SZ,0.1162
216,300218.SZ,0.0846
217,300219.SZ,0.212
218,300220.SZ,0.081
219,300221.SZ,0.1757
220,300222.SZ,0.1937
221,300223.SZ,0.077
222,300224.SZ,0.2175
223,300225.SZ,0.2056
224,300226.SZ,0.1798
225,300227.SZ,0.0743
226,300228.SZ,0.1529
227,300229.SZ,0.1822
228,300230.SZ,0.0971
229,300231.SZ,0.1167
230,300232.SZ,0.174
231,300233.SZ,0.1697
232,300234.SZ,0.0617
233,300235.SZ,0.0663
234,300236.SZ,0.1753
235,300237.SZ,0.3116
236,300238.SZ,0.1576
237,300239.SZ,0.1004
238,300240.SZ,0.1192
239,300241.SZ,0.0661
240,300242.SZ,0.0951
241,300243.SZ,0.0615
242,300244.SZ,0.3456
243,300245.SZ,0.1016
244,300246.SZ,0.0981
245,300247.SZ,0.1108
246,300248.SZ,0.0991
247,300249.SZ,0.1177
248,300250.SZ,0.0699
249,300251.SZ,0.7781
250,300252.SZ,0.2003
251,300253.SZ,0.3047
252,300254.SZ,0.0746
253,300255.SZ,0.1803
254,300256.SZ,0.1389
255,300257.SZ,0.5239
256,300258.SZ,0.1957
257,300259.SZ,0.0965
258,300260.SZ,0.0471
259,300261.SZ,0.1601
260,300262.SZ,0.1263
261,300263.SZ,0.1129
262,300264.SZ,0.0838
263,300265.SZ,0.1672
264,300266.SZ,0.7243
265,300267.SZ,0.4331
266,300268.SZ,0.1206
267,300269.SZ,0.1996
268,300270.SZ,0.0603
269,300271.SZ,0.2791
270,300272.SZ,0.0796
271,300273.SZ,0.2548
272,300274.SZ,0.2849
273,300275.SZ,0.1134
274,300276.SZ,0.1058
275,300277.SZ,0.1005
276,300278.SZ,0.1308
277,300279.SZ,0.1165
278,300280.SZ,0.1343
279,300281.SZ,0.085
280,300282.SZ,0.12
281,300283.SZ,0.0507
282,300284.SZ,0.2223
283,300285.SZ,0.2593
284,300286.SZ,0.07
285,300287.SZ,0.3182
286,300288.SZ,0.1527
287,300289.SZ,0.1696
288,300290.SZ,0.0506
289,300291.SZ,0.3503
290,300292.SZ,0.1635
291,300293.SZ,0.1382
292,300294.SZ,0.484
293,300295.SZ,0.1163
294,300296.SZ,0.4925
295,300297.SZ,0.2435
296,300298.SZ,0.17
297,300299.SZ,0.1498
298,300300.SZ,0.1477
299,300301.SZ,0.1076
300,300302.SZ,0.1431
301,300303.SZ,0.132
302,300304.SZ,0.2493
303,300305.SZ,0.0491
304,300306.SZ,0.0731
305,300307.SZ,0.2727
306,300308.SZ,0.2598
307,300309.SZ,0.3778
308,300310.SZ,0.2384
309,300311.SZ,0.1169
310,300312.SZ,0.0635
311,300313.SZ,0.0829
312,300314.SZ,0.1014
313,300315.SZ,0.7349
314,300316.SZ,0.3975
315,300317.SZ,0.152
316,300318.SZ,0.1374
317,300319.SZ,0.1473
318,300320.SZ,0.1385
319,300321.SZ,0.0643
320,300322.SZ,0.2193
321,300323.SZ,0.3057
322,300324.SZ,0.3827
323,300325.SZ,0.1518
324,300326.SZ,0.1684
325,300327.SZ,0.221
326,300328.SZ,0.1418
327,300329.SZ,0.094
328,300330.SZ,0.0759
329,300331.SZ,0.0973
330,300332.SZ,0.234
331,300333.SZ,0.1416
332,300334.SZ,0.2853
333,300335.SZ,0.17
334,300336.SZ,0.2285
335,300337.SZ,0.209
336,300338.SZ,0.1299
337,300339.SZ,0.2017
338,300340.SZ,0.1292
339,300341.SZ,0.1199
340,300342.SZ,0.2123
341,300343.SZ,0.2112
342,300344.SZ,0.1055
343,300345.SZ,0.0961
344,300346.SZ,0.1032
345,300347.SZ,0.256
346,300348.SZ,0.1117
347,300349.SZ,0.1502
348,300350.SZ,0.0772
349,300351.SZ,0.1288
350,300352.SZ,0.1939
351,300353.SZ,0.1109
352,300354.SZ,0.0386
353,300355.SZ,0.3297
354,300356.SZ,0.0979
355,300357.SZ,0.1891
356,300358.SZ,0.0735
357,300359.SZ,0.1763
358,300360.SZ,0.1372
359,300362.SZ,0.109
360,300363.SZ,0.1536
361,300364.SZ,0.1768
362,300365.SZ,0.1214
363,300366.SZ,0.1149
364,300367.SZ,0.2743
365,300368.SZ,0.1311
366,300369.SZ,0.2179
367,300370.SZ,0.0881
368,300371.SZ,0.0585
369,300373.SZ,0.1194
370,300374.SZ,0.0996
371,300375.SZ,0.0815
372,300376.SZ,0.1966
373,300377.SZ,0.2096
374,300378.SZ,0.1489
375,300379.SZ,0.1277
376,300380.SZ,0.0575
377,300381.SZ,0.1511
378,300382.SZ,0.0846
379,300383.SZ,0.5827
380,300384.SZ,0.071
381,300385.SZ,0.0485
382,300386.SZ,0.1061
383,300387.SZ,0.0442
384,300388.SZ,0.1188
385,300389.SZ,0.0453
386,300390.SZ,0.0464
387,300391.SZ,0.0341
388,300392.SZ,0.0898
389,300393.SZ,0.1356
390,300394.SZ,0.0623
391,300395.SZ,0.1011
392,300396.SZ,0.0522
393,300397.SZ,0.0848
394,300398.SZ,0.0888
395,300399.SZ,0.0399
396,300400.SZ,0.0661
397,300401.SZ,0.0959
398,300402.SZ,0.0383
399,300403.SZ,0.0967
400,300404.SZ,0.0496
401,300405.SZ,0.0356
402,300406.SZ,0.1265
403,300407.SZ,0.0947
404,300408.SZ,0.6997
405,300409.SZ,0.1234
406,300410.SZ,0.0866
407,300411.SZ,0.0767
408,300412.SZ,0.0347
409,300413.SZ,0.14
410,300414.SZ,0.072
411,300415.SZ,0.1257
412,300416.SZ,0.0535
413,300417.SZ,0.0261
414,300418.SZ,0.3517
415,300419.SZ,0.0822
416,300420.SZ,0.0562
417,300421.SZ,0.0346
418,300422.SZ,0.0984
419,300423.SZ,0.0536
420,300424.SZ,0.1152
421,300425.SZ,0.0579
422,300426.SZ,0.1312
423,300427.SZ,0.0617
424,300428.SZ,0.0656
425,300429.SZ,0.0895
426,300430.SZ,0.05
427,300431.SZ,0.1847
428,300432.SZ,0.1207
429,300433.SZ,0.45
430,300434.SZ,0.0332
431,300435.SZ,0.0375
432,300436.SZ,0.0817
433,300437.SZ,0.0536
434,300438.SZ,0.1045
435,300439.SZ,0.0795
436,300440.SZ,0.092
437,300441.SZ,0.0691
438,300442.SZ,0.0621
439,300443.SZ,0.0819
440,300444.SZ,0.0737
441,300445.SZ,0.0316
442,300446.SZ,0.1026
443,300447.SZ,0.0649
444,300448.SZ,0.06
445,300449.SZ,0.0671
446,300450.SZ,0.2362
447,300451.SZ,0.1302
448,300452.SZ,0.0401
449,300453.SZ,0.0546
450,300455.SZ,0.0675
451,300456.SZ,0.0947
452,300457.SZ,0.1182
453,300458.SZ,0.1309
454,300459.SZ,0.1611
455,300460.SZ,0.0414
456,300461.SZ,0.0526
457,300462.SZ,0.0697
458,300463.SZ,0.2638
459,300464.SZ,0.0419
460,300465.SZ,0.0858
461,300466.SZ,0.0987
462,300467.SZ,0.1594
463,300468.SZ,0.1054
464,300469.SZ,0.068
465,300470.SZ,0.0756
466,300471.SZ,0.1153
467,300472.SZ,0.0437
468,300473.SZ,0.0731
469,300474.SZ,0.0673
470,300475.SZ,0.0371
471,300476.SZ,0.1493
472,300477.SZ,0.0743
473,300478.SZ,0.0468
474,300479.SZ,0.063
475,300480.SZ,0.0348
476,300481.SZ,0.0812
477,300482.SZ,0.2365
478,300483.SZ,0.0377
479,300484.SZ,0.0999
480,300485.SZ,0.0969
481,300486.SZ,0.0662
482,300487.SZ,0.0498
483,300488.SZ,0.0283
484,300489.SZ,0.0391
485,300490.SZ,0.0433
486,300491.SZ,0.06
487,300492.SZ,0.0395
488,300493.SZ,0.0686
489,300494.SZ,0.0625
490,300495.SZ,0.1182
491,300496.SZ,0.2166
492,300497.SZ,0.1034
493,300498.SZ,2.9383
494,300499.SZ,0.0529
495,300500.SZ,0.0397
496,300501.SZ,0.0362
497,300502.SZ,0.1256
498,300503.SZ,0.0647
499,300505.SZ,0.0451
500,300506.SZ,0.109
501,300507.SZ,0.0405
502,300508.SZ,0.0348
503,300509.SZ,0.0362
504,300510.SZ,0.0906
505,300511.SZ,0.0638
506,300512.SZ,0.0556
507,300513.SZ,0.0287
508,300514.SZ,0.0264
509,300515.SZ,0.0305
510,300516.SZ,0.0644
511,300517.SZ,0.0257
512,300518.SZ,0.0918
513,300519.SZ,0.0424
514,300520.SZ,0.0402
515,300521.SZ,0.0336
516,300522.SZ,0.0535
517,300523.SZ,0.0494
518,300525.SZ,0.027
519,300526.SZ,0.0575
520,300527.SZ,0.0676
521,300528.SZ,0.0535
522,300529.SZ,0.0424
523,300530.SZ,0.028
524,300531.SZ,0.0592
525,300532.SZ,0.0314
526,300533.SZ,0.0731
527,300534.SZ,0.0602
528,300535.SZ,0.0253
529,300536.SZ,0.0262
530,300537.SZ,0.0312
531,300538.SZ,0.0224
532,300539.SZ,0.03
533,300540.SZ,0.0229
534,300541.SZ,0.0299
535,300542.SZ,0.0235
536,300543.SZ,0.0587
537,300545.SZ,0.0399
538,300546.SZ,0.0391
539,300547.SZ,0.0304
540,300548.SZ,0.0361
541,300549.SZ,0.032
542,300550.SZ,0.029
543,300551.SZ,0.0235
544,300552.SZ,0.0308
545,300553.SZ,0.0233
546,300554.SZ,0.0235
547,300555.SZ,0.0326
548,300556.SZ,0.0338
549,300557.SZ,0.0249
550,300558.SZ,0.0742
551,300559.SZ,0.025
552,300560.SZ,0.0372
553,300561.SZ,0.0379
554,300562.SZ,0.0508
555,300563.SZ,0.0272
556,300565.SZ,0.0313
557,300566.SZ,0.0364
558,300567.SZ,0.0593
559,300568.SZ,0.0671
560,300569.SZ,0.0464
561,300570.SZ,0.0435
562,300571.SZ,0.051
563,300572.SZ,0.024
564,300573.SZ,0.025
565,300575.SZ,0.0353
566,300576.SZ,0.0251
567,300577.SZ,0.0581
568,300578.SZ,0.0235
569,300579.SZ,0.0319
570,300580.SZ,0.039
571,300581.SZ,0.0321
572,300582.SZ,0.0342
573,300583.SZ,0.0473
574,300584.SZ,0.0241
575,300585.SZ,0.0334
576,300586.SZ,0.0236
577,300587.SZ,0.0243
578,300588.SZ,0.0286
579,300589.SZ,0.0239
580,300590.SZ,0.0397
581,300591.SZ,0.0378
582,300592.SZ,0.0239
583,300593.SZ,0.0253
584,300595.SZ,0.0583
585,300596.SZ,0.0346
586,300597.SZ,0.0349
587,300598.SZ,0.0273
588,300599.SZ,0.0446
589,300600.SZ,0.0489
590,300601.SZ,0.0373
591,300602.SZ,0.042
592,300603.SZ,0.0279
593,300604.SZ,0.0284
594,300605.SZ,0.0235
595,300606.SZ,0.0247
596,300607.SZ,0.0582
597,300608.SZ,0.0252
598,300609.SZ,0.0316
599,300610.SZ,0.0318
600,300611.SZ,0.0347
601,300612.SZ,0.0622
602,300613.SZ,0.0624
603,300615.SZ,0.0262
604,300616.SZ,0.1167
605,300617.SZ,0.0399
606,300618.SZ,0.0753
607,300619.SZ,0.027
608,300620.SZ,0.0265
609,300621.SZ,0.0259
610,300622.SZ,0.0235
611,300623.SZ,0.0522
612,300625.SZ,0.077
613,300626.SZ,0.0237
614,300627.SZ,0.0518
615,300628.SZ,0.1912
616,300629.SZ,0.0259
617,300630.SZ,0.0373
618,300631.SZ,0.0247
619,300632.SZ,0.0251
620,300633.SZ,0.0273
621,300635.SZ,0.0233
622,300636.SZ,0.0248
623,300637.SZ,0.0254
624,300638.SZ,0.0242
625,300639.SZ,0.0334
626,300640.SZ,0.0228
627,300641.SZ,0.0518
628,300642.SZ,0.0526
629,300643.SZ,0.0347
630,300645.SZ,0.0239
631,300647.SZ,0.036
632,300648.SZ,0.0295
633,300649.SZ,0.0311
634,300650.SZ,0.0234
635,300651.SZ,0.0257
636,300652.SZ,0.0
637,300653.SZ,0.0
638,300655.SZ,0.0
639,300656.SZ,0.0
640,300657.SZ,0.0
641,300658.SZ,
642,300659.SZ,0.0
643,300660.SZ,
