,wind_code,i_weight
90,002090.SZ,0.0761
91,002091.SZ,0.1044
92,002092.SZ,0.2981
93,002093.SZ,0.1149
94,002094.SZ,0.1188
95,002095.SZ,0.1298
96,002096.SZ,0.0643
97,002097.SZ,0.0792
98,002098.SZ,0.0703
99,002099.SZ,0.088
100,002100.SZ,0.088
101,002101.SZ,0.082
102,002102.SZ,0.0785
103,002103.SZ,0.0671
104,002104.SZ,0.0857
105,002105.SZ,0.0467
106,002106.SZ,0.109
107,002107.SZ,0.0698
108,002108.SZ,0.2184
109,002109.SZ,0.0345
110,002110.SZ,0.1136
111,002111.SZ,0.0753
112,002112.SZ,0.0419
113,002113.SZ,0.1433
114,002114.SZ,0.0837
115,002115.SZ,0.0576
116,002116.SZ,0.079
117,002117.SZ,0.146
118,002118.SZ,0.1077
119,002119.SZ,0.0564
120,002120.SZ,0.0593
121,002121.SZ,0.0989
122,002122.SZ,0.1846
123,002123.SZ,0.1083
124,002124.SZ,0.0501
125,002125.SZ,0.0346
126,002126.SZ,0.0886
127,002127.SZ,0.1782
128,002128.SZ,0.23
129,002129.SZ,0.3519
130,002130.SZ,0.0949
131,002131.SZ,0.1733
132,002132.SZ,0.0619
133,002133.SZ,0.0525
134,002134.SZ,0.0624
135,002135.SZ,0.0891
136,002136.SZ,0.0494
137,002137.SZ,0.0441
138,002138.SZ,0.1913
139,002139.SZ,0.0772
140,002140.SZ,0.1058
141,002141.SZ,0.0732
142,002142.SZ,1.0254
143,002143.SZ,0.0932
144,002144.SZ,0.0357
145,002145.SZ,0.0986
146,002146.SZ,0.6492
147,002147.SZ,0.0571
148,002148.SZ,0.0729
149,002149.SZ,0.0667
150,002150.SZ,0.0459
151,002151.SZ,0.1104
152,002152.SZ,0.2466
153,002153.SZ,0.1607
154,002154.SZ,0.0629
155,002155.SZ,0.1462
156,002156.SZ,0.1529
157,002157.SZ,0.0951
158,002158.SZ,0.155
159,002159.SZ,0.0506
160,002160.SZ,0.0481
161,002161.SZ,0.0876
162,002162.SZ,0.0867
163,002163.SZ,0.0923
164,002164.SZ,0.066
165,002165.SZ,0.0514
166,002166.SZ,0.0619
167,002167.SZ,0.0785
168,002168.SZ,0.2094
169,002169.SZ,0.0627
170,002170.SZ,0.0761
171,002171.SZ,0.076
172,002172.SZ,0.0666
173,002173.SZ,0.0528
174,002174.SZ,0.2388
175,002175.SZ,0.1366
176,002176.SZ,0.1922
177,002177.SZ,0.0536
178,002178.SZ,0.0995
179,002179.SZ,0.3498
180,002180.SZ,0.0768
181,002181.SZ,0.0962
182,002182.SZ,0.0566
183,002183.SZ,0.2817
184,002184.SZ,0.0302
185,002185.SZ,0.2118
186,002186.SZ,0.0902
187,002187.SZ,0.0683
188,002188.SZ,0.0726
189,002189.SZ,0.0488
190,002190.SZ,0.14
191,002191.SZ,0.1944
192,002192.SZ,0.069
193,002193.SZ,0.0376
194,002194.SZ,0.0755
195,002195.SZ,0.1829
196,002196.SZ,0.0422
197,002197.SZ,0.0644
198,002198.SZ,0.1038
199,002199.SZ,0.0321
200,002200.SZ,0.0318
201,002201.SZ,0.0464
202,002202.SZ,0.5273
203,002203.SZ,0.1793
204,002204.SZ,0.1252
205,002205.SZ,0.0537
206,002206.SZ,0.0979
207,002207.SZ,0.0318
208,002208.SZ,0.0623
209,002209.SZ,0.0387
210,002210.SZ,0.2173
211,002211.SZ,0.0335
212,002212.SZ,0.0543
213,002213.SZ,0.067
214,002214.SZ,0.0455
215,002215.SZ,0.0862
216,002216.SZ,0.0785
217,002217.SZ,0.2259
218,002218.SZ,0.0887
219,002219.SZ,0.1765
220,002220.SZ,0.0532
221,002221.SZ,0.2302
222,002222.SZ,0.0996
223,002223.SZ,0.2607
224,002224.SZ,0.0793
225,002225.SZ,0.052
226,002226.SZ,0.0857
227,002227.SZ,0.061
228,002228.SZ,0.0747
229,002229.SZ,0.0549
230,002230.SZ,0.5653
231,002231.SZ,0.0511
232,002232.SZ,0.0927
233,002233.SZ,0.1374
234,002234.SZ,0.036
235,002235.SZ,0.0499
236,002236.SZ,0.5189
237,002237.SZ,0.1337
238,002238.SZ,0.1067
239,002239.SZ,0.1211
240,002240.SZ,0.0876
241,002241.SZ,0.7198
242,002242.SZ,0.226
243,002243.SZ,0.0536
244,002244.SZ,0.2879
245,002245.SZ,0.1238
246,002246.SZ,0.0909
247,002247.SZ,0.1004
248,002248.SZ,0.0326
249,002249.SZ,0.1382
250,002250.SZ,0.1497
251,002251.SZ,0.1416
252,002252.SZ,1.3743
253,002253.SZ,0.0784
254,002254.SZ,0.1277
255,002255.SZ,0.0755
256,002256.SZ,0.0974
257,002258.SZ,0.0996
258,002259.SZ,0.0683
259,002260.SZ,0.0986
260,002261.SZ,0.1714
261,002262.SZ,0.1808
262,002263.SZ,0.0991
263,002264.SZ,0.0779
264,002265.SZ,0.0856
265,002266.SZ,0.1151
266,002267.SZ,0.1516
267,002268.SZ,0.1573
268,002269.SZ,0.1508
269,002270.SZ,0.0351
270,002271.SZ,0.2979
271,002272.SZ,0.0336
272,002273.SZ,0.1987
273,002274.SZ,0.0568
274,002275.SZ,0.1499
275,002276.SZ,0.1497
276,002277.SZ,0.1161
277,002278.SZ,0.0625
278,002279.SZ,0.0564
279,002280.SZ,0.262
280,002281.SZ,0.2149
281,002282.SZ,0.063
282,002283.SZ,0.1188
283,002284.SZ,0.1148
284,002285.SZ,0.2076
285,002286.SZ,0.057
286,002287.SZ,0.2532
287,002288.SZ,0.0704
288,002289.SZ,0.0433
289,002290.SZ,0.0462
290,002291.SZ,0.099
291,002292.SZ,0.1813
292,002293.SZ,0.1255
293,002294.SZ,0.5319
294,002295.SZ,0.0345
295,002296.SZ,0.0535
296,002297.SZ,0.0637
297,002298.SZ,0.0687
298,002299.SZ,0.1884
299,002300.SZ,0.0908
300,002301.SZ,0.1292
301,002302.SZ,0.2724
302,002303.SZ,0.1684
303,002304.SZ,1.7409
304,002305.SZ,0.1127
305,002306.SZ,0.0504
306,002307.SZ,0.1395
307,002308.SZ,0.1634
308,002309.SZ,0.0721
309,002310.SZ,0.3843
310,002311.SZ,0.4058
311,002312.SZ,0.1187
312,002313.SZ,0.0723
313,002314.SZ,0.0753
314,002315.SZ,0.0511
315,002316.SZ,0.0595
316,002317.SZ,0.0829
317,002318.SZ,0.1096
318,002319.SZ,0.0554
319,002320.SZ,0.045
320,002321.SZ,0.0713
321,002322.SZ,0.1033
322,002323.SZ,0.0484
323,002324.SZ,0.0671
324,002325.SZ,0.0927
325,002326.SZ,0.1136
326,002327.SZ,0.0646
327,002328.SZ,0.0409
328,002329.SZ,0.0793
329,002330.SZ,0.0645
330,002331.SZ,0.0665
331,002332.SZ,0.0832
332,002333.SZ,0.1097
333,002334.SZ,0.061
334,002335.SZ,0.1326
335,002336.SZ,0.0546
336,002337.SZ,0.0539
337,002338.SZ,0.0643
338,002339.SZ,0.0881
339,002340.SZ,0.2577
340,002341.SZ,0.0817
341,002342.SZ,0.1659
342,002343.SZ,0.1435
343,002344.SZ,0.1469
344,002345.SZ,0.1315
345,002346.SZ,0.0292
346,002347.SZ,0.0372
347,002348.SZ,0.0836
348,002349.SZ,0.0873
349,002350.SZ,0.1063
350,002351.SZ,0.0479
351,002352.SZ,0.1123
352,002353.SZ,0.1746
353,002354.SZ,0.1417
354,002355.SZ,0.0452
355,002356.SZ,0.0974
356,002357.SZ,0.0525
357,002358.SZ,0.2137
358,002359.SZ,0.2561
359,002360.SZ,0.0409
360,002361.SZ,0.0635
361,002362.SZ,0.0555
362,002363.SZ,0.0568
363,002364.SZ,0.094
364,002365.SZ,0.0677
365,002366.SZ,0.1637
366,002367.SZ,0.0828
367,002368.SZ,0.1719
368,002369.SZ,0.0538
369,002370.SZ,0.0938
370,002371.SZ,0.0618
371,002372.SZ,0.2361
372,002373.SZ,0.1286
373,002374.SZ,0.0475
374,002375.SZ,0.1685
375,002376.SZ,0.1159
376,002377.SZ,0.0646
377,002378.SZ,0.1291
378,002379.SZ,0.1214
379,002380.SZ,0.0393
380,002381.SZ,0.0288
381,002382.SZ,0.0883
382,002383.SZ,0.085
383,002384.SZ,0.2195
384,002385.SZ,0.2433
385,002386.SZ,0.072
386,002387.SZ,0.0663
387,002388.SZ,0.0593
388,002389.SZ,0.1756
389,002390.SZ,0.1423
390,002391.SZ,0.0513
391,002392.SZ,0.0698
392,002393.SZ,0.0982
393,002394.SZ,0.0732
394,002395.SZ,0.045
395,002396.SZ,0.1442
396,002397.SZ,0.0353
397,002398.SZ,0.0465
398,002399.SZ,0.411
399,002400.SZ,0.1784
400,002401.SZ,0.0607
401,002402.SZ,0.093
402,002403.SZ,0.0582
403,002404.SZ,0.0482
404,002405.SZ,0.2778
405,002406.SZ,0.0489
406,002407.SZ,0.169
407,002408.SZ,0.2697
408,002409.SZ,0.0616
409,002410.SZ,0.2411
410,002411.SZ,0.1229
411,002412.SZ,0.0732
412,002413.SZ,0.1166
413,002414.SZ,0.1299
414,002415.SZ,3.0947
415,002416.SZ,0.1545
416,002417.SZ,0.056
417,002418.SZ,0.0769
418,002419.SZ,0.1742
419,002420.SZ,0.0513
420,002421.SZ,0.1246
421,002422.SZ,0.25
422,002423.SZ,0.0749
423,002424.SZ,0.1974
424,002425.SZ,0.0981
425,002426.SZ,0.2443
426,002427.SZ,0.161
427,002428.SZ,0.1045
428,002429.SZ,0.2064
429,002430.SZ,0.1096
430,002431.SZ,0.1779
431,002432.SZ,0.0693
432,002433.SZ,0.0969
433,002434.SZ,0.2337
434,002435.SZ,0.0478
435,002436.SZ,0.1028
436,002437.SZ,0.2356
437,002438.SZ,0.0384
438,002439.SZ,0.1677
439,002440.SZ,0.1451
440,002441.SZ,0.0667
441,002442.SZ,0.0722
442,002443.SZ,0.079
443,002444.SZ,0.2415
444,002445.SZ,0.1332
445,002446.SZ,0.0597
446,002447.SZ,0.0927
447,002448.SZ,0.0729
448,002449.SZ,0.0815
449,002450.SZ,0.9305
450,002451.SZ,0.1234
451,002452.SZ,0.0364
452,002453.SZ,0.0657
453,002454.SZ,0.0634
454,002455.SZ,0.0582
455,002456.SZ,0.642
456,002457.SZ,0.0721
457,002458.SZ,0.0501
458,002459.SZ,0.0608
459,002460.SZ,0.3479
460,002461.SZ,0.1207
461,002462.SZ,0.1538
462,002463.SZ,0.1158
463,002464.SZ,0.1617
464,002465.SZ,0.3191
465,002466.SZ,0.705
466,002467.SZ,0.0795
467,002468.SZ,0.1313
468,002469.SZ,0.0547
469,002470.SZ,0.2867
470,002471.SZ,0.0982
471,002472.SZ,0.0856
472,002473.SZ,0.0415
473,002474.SZ,0.0798
474,002475.SZ,0.8388
475,002476.SZ,0.0682
476,002477.SZ,0.136
477,002478.SZ,0.0572
478,002479.SZ,0.1369
479,002480.SZ,0.0823
480,002481.SZ,0.1235
481,002482.SZ,0.1663
482,002483.SZ,0.0636
483,002484.SZ,0.0947
484,002485.SZ,0.111
485,002486.SZ,0.1121
486,002487.SZ,0.0519
487,002488.SZ,0.0707
488,002489.SZ,0.1958
489,002490.SZ,0.0226
490,002491.SZ,0.235
491,002492.SZ,0.0473
492,002493.SZ,0.5114
493,002494.SZ,0.0718
494,002495.SZ,0.0466
495,002496.SZ,0.0771
496,002497.SZ,0.1142
497,002498.SZ,0.1947
498,002499.SZ,0.064
499,002500.SZ,0.4218
500,002501.SZ,0.1221
501,002502.SZ,0.0788
502,002503.SZ,0.1722
503,002504.SZ,0.054
504,002505.SZ,0.0871
505,002506.SZ,0.1689
506,002507.SZ,0.0798
507,002508.SZ,0.618
508,002509.SZ,0.2362
509,002510.SZ,0.0653
510,002511.SZ,0.1398
511,002512.SZ,0.1326
512,002513.SZ,0.0639
513,002514.SZ,0.046
514,002515.SZ,0.0813
515,002516.SZ,0.064
516,002517.SZ,0.1233
517,002518.SZ,0.1234
518,002519.SZ,0.1091
519,002520.SZ,0.0758
520,002521.SZ,0.0692
521,002522.SZ,0.1685
522,002523.SZ,0.0704
523,002524.SZ,0.057
524,002526.SZ,0.053
525,002527.SZ,0.0638
526,002528.SZ,0.0637
527,002529.SZ,0.0539
528,002530.SZ,0.0881
529,002531.SZ,0.162
530,002532.SZ,0.0519
531,002533.SZ,0.0583
532,002534.SZ,0.1066
533,002535.SZ,0.0441
534,002536.SZ,0.0598
535,002537.SZ,0.1263
536,002538.SZ,0.1021
537,002539.SZ,0.059
538,002540.SZ,0.0783
539,002541.SZ,0.0463
540,002542.SZ,0.1371
541,002543.SZ,0.1305
542,002544.SZ,0.1854
543,002545.SZ,0.0433
544,002546.SZ,0.0698
545,002547.SZ,0.1199
546,002548.SZ,0.0644
547,002549.SZ,0.0733
548,002550.SZ,0.0824
549,002551.SZ,0.0721
550,002552.SZ,0.0371
551,002553.SZ,0.0346
552,002554.SZ,0.067
553,002555.SZ,0.2307
554,002556.SZ,0.0784
555,002557.SZ,0.1105
556,002558.SZ,0.243
557,002559.SZ,0.0507
558,002560.SZ,0.0362
559,002561.SZ,0.0835
560,002562.SZ,0.0629
561,002563.SZ,0.2533
562,002564.SZ,0.0938
563,002565.SZ,0.0877
564,002566.SZ,0.0379
565,002567.SZ,0.0976
566,002568.SZ,0.1051
567,002569.SZ,0.118
568,002570.SZ,0.229
569,002571.SZ,0.0339
570,002572.SZ,0.3508
571,002573.SZ,0.3104
572,002574.SZ,0.0727
573,002575.SZ,0.0966
574,002576.SZ,0.0473
575,002577.SZ,0.0957
576,002578.SZ,0.038
577,002579.SZ,0.0597
578,002580.SZ,0.0338
579,002581.SZ,0.1213
580,002582.SZ,0.0365
581,002583.SZ,0.2018
582,002584.SZ,0.0631
583,002585.SZ,0.085
584,002586.SZ,0.1102
585,002587.SZ,0.0427
586,002588.SZ,0.0857
587,002589.SZ,0.1714
588,002590.SZ,0.0906
589,002591.SZ,0.0374
590,002592.SZ,0.0652
591,002593.SZ,0.0388
592,002594.SZ,0.6782
593,002595.SZ,0.1785
594,002596.SZ,0.0861
595,002597.SZ,0.1703
596,002598.SZ,0.0454
597,002599.SZ,0.0471
598,002600.SZ,0.0984
599,002601.SZ,0.1582
600,002602.SZ,0.3115
601,002603.SZ,0.2395
602,002604.SZ,0.0613
603,002605.SZ,0.0552
604,002606.SZ,0.1023
605,002607.SZ,0.0479
606,002608.SZ,0.107
607,002609.SZ,0.073
608,002610.SZ,0.166
609,002611.SZ,0.0717
610,002612.SZ,0.0482
611,002613.SZ,0.0382
612,002614.SZ,0.0749
613,002615.SZ,0.0403
614,002616.SZ,0.0973
615,002617.SZ,0.1647
616,002618.SZ,0.107
617,002619.SZ,0.0627
618,002620.SZ,0.0588
619,002621.SZ,0.0494
620,002622.SZ,0.1661
621,002623.SZ,0.0644
622,002624.SZ,0.158
623,002625.SZ,0.1172
624,002626.SZ,0.1173
625,002627.SZ,0.038
626,002628.SZ,0.0717
627,002629.SZ,0.0419
628,002630.SZ,0.1121
629,002631.SZ,0.0589
630,002632.SZ,0.0702
631,002633.SZ,0.0263
632,002634.SZ,0.0387
633,002635.SZ,0.1665
634,002636.SZ,0.0608
635,002637.SZ,0.0397
636,002638.SZ,0.1227
637,002639.SZ,0.0536
638,002640.SZ,0.2301
639,002641.SZ,0.0755
640,002642.SZ,0.1932
641,002643.SZ,0.1865
642,002644.SZ,0.074
643,002645.SZ,0.0408
644,002646.SZ,0.123
645,002647.SZ,0.2085
646,002648.SZ,0.1664
647,002649.SZ,0.0757
648,002650.SZ,0.0893
649,002651.SZ,0.0515
650,002652.SZ,0.0476
651,002653.SZ,0.1019
652,002654.SZ,0.0753
653,002655.SZ,0.0509
654,002656.SZ,0.0603
655,002657.SZ,0.1117
656,002658.SZ,0.0884
657,002659.SZ,0.0727
658,002660.SZ,0.0281
659,002661.SZ,0.0842
660,002662.SZ,0.1413
661,002663.SZ,0.1107
662,002664.SZ,0.142
663,002665.SZ,0.2035
664,002666.SZ,0.0455
665,002667.SZ,0.0264
666,002668.SZ,0.1195
667,002669.SZ,0.0804
668,002670.SZ,0.1088
669,002671.SZ,0.0601
670,002672.SZ,0.1479
671,002673.SZ,0.7691
672,002674.SZ,0.048
673,002675.SZ,0.1237
674,002676.SZ,0.1737
675,002677.SZ,0.0625
676,002678.SZ,0.1712
677,002679.SZ,0.0434
678,002680.SZ,0.0745
679,002681.SZ,0.1205
680,002682.SZ,0.0443
681,002683.SZ,0.0666
682,002684.SZ,0.1104
683,002685.SZ,0.072
684,002686.SZ,0.0582
685,002687.SZ,0.038
686,002688.SZ,0.0692
687,002689.SZ,0.0961
688,002690.SZ,0.1015
689,002691.SZ,0.0776
690,002692.SZ,0.0659
691,002693.SZ,0.0433
692,002694.SZ,0.1736
693,002695.SZ,0.1129
694,002696.SZ,0.0309
695,002697.SZ,0.0847
696,002698.SZ,0.0971
697,002699.SZ,0.1471
698,002700.SZ,0.054
699,002701.SZ,0.1881
700,002702.SZ,0.0448
701,002703.SZ,0.0493
702,002705.SZ,0.0478
703,002706.SZ,0.0669
704,002707.SZ,0.0849
705,002708.SZ,0.0311
706,002709.SZ,0.1073
707,002711.SZ,0.1964
708,002712.SZ,0.071
709,002713.SZ,0.0243
710,002714.SZ,0.234
711,002715.SZ,0.0233
712,002716.SZ,0.0756
713,002717.SZ,0.0843
714,002718.SZ,0.0185
715,002719.SZ,0.038
716,002721.SZ,0.0944
717,002722.SZ,0.036
718,002723.SZ,0.038
719,002724.SZ,0.022
720,002725.SZ,0.018
721,002726.SZ,0.0325
722,002727.SZ,0.0579
723,002728.SZ,0.0213
724,002729.SZ,0.0196
725,002730.SZ,0.0267
726,002731.SZ,0.0182
727,002732.SZ,0.0256
728,002733.SZ,0.0293
729,002734.SZ,0.0363
730,002735.SZ,0.0134
731,002736.SZ,0.4715
732,002737.SZ,0.0597
733,002738.SZ,0.0314
734,002739.SZ,0.3769
735,002740.SZ,0.0264
736,002741.SZ,0.0325
737,002742.SZ,0.0309
738,002743.SZ,0.0236
739,002745.SZ,0.0813
740,002746.SZ,0.0274
741,002747.SZ,0.0343
742,002748.SZ,0.0241
743,002749.SZ,0.0193
744,002750.SZ,0.0422
745,002751.SZ,0.0412
746,002752.SZ,0.0318
747,002753.SZ,0.0218
748,002755.SZ,0.0203
749,002756.SZ,0.0622
750,002757.SZ,0.0213
751,002758.SZ,0.0296
752,002759.SZ,0.0422
753,002760.SZ,0.0232
754,002761.SZ,0.0274
755,002762.SZ,0.026
756,002763.SZ,0.0272
757,002765.SZ,0.0293
758,002766.SZ,0.0463
759,002767.SZ,0.0158
760,002768.SZ,0.0302
761,002769.SZ,0.0431
762,002770.SZ,0.0423
763,002771.SZ,0.028
764,002772.SZ,0.0335
765,002773.SZ,0.0499
766,002774.SZ,0.0222
767,002775.SZ,0.0372
768,002776.SZ,0.0273
769,002777.SZ,0.0264
770,002778.SZ,0.0188
771,002779.SZ,0.0173
772,002780.SZ,0.023
773,002781.SZ,0.0438
774,002782.SZ,0.031
775,002783.SZ,0.0442
776,002785.SZ,0.028
777,002786.SZ,0.03
778,002787.SZ,0.0316
779,002788.SZ,0.0382
780,002789.SZ,0.0271
781,002790.SZ,0.0213
782,002791.SZ,0.0308
783,002792.SZ,0.0367
784,002793.SZ,0.0275
785,002795.SZ,0.028
786,002796.SZ,0.0154
787,002797.SZ,0.2886
788,002798.SZ,0.0193
789,002799.SZ,0.0118
790,002800.SZ,0.0207
791,002801.SZ,0.0198
792,002802.SZ,0.0158
793,002803.SZ,0.0177
794,002805.SZ,0.0117
795,002806.SZ,0.011
796,002807.SZ,0.0421
797,002808.SZ,0.0139
798,002809.SZ,0.0149
799,002810.SZ,0.0118
800,002811.SZ,0.0189
801,002812.SZ,0.0318
802,002813.SZ,0.0147
803,002815.SZ,0.0251
804,002816.SZ,0.0162
805,002817.SZ,0.0126
806,002818.SZ,0.0266
807,002819.SZ,0.0143
808,002820.SZ,0.0169
809,002821.SZ,0.0499
810,002822.SZ,0.0267
811,002823.SZ,0.0249
812,002824.SZ,0.0141
813,002825.SZ,0.0136
814,002826.SZ,0.0167
815,002827.SZ,0.0183
816,002828.SZ,0.0126
817,002829.SZ,0.0188
818,002830.SZ,0.0166
819,002831.SZ,0.0438
820,002832.SZ,0.0228
821,002833.SZ,0.026
822,002835.SZ,0.0146
823,002836.SZ,0.0252
824,002837.SZ,0.0211
825,002838.SZ,0.0206
826,002839.SZ,0.047
827,002840.SZ,0.0178
828,002841.SZ,0.0425
829,002842.SZ,0.0142
830,002843.SZ,0.0289
831,002845.SZ,0.0237
832,002846.SZ,0.0247
833,002847.SZ,0.0175
834,002848.SZ,0.0157
835,002849.SZ,0.0133
836,002850.SZ,0.0472
837,002851.SZ,0.0277
838,002852.SZ,0.0324
839,002853.SZ,0.0166
840,002855.SZ,0.0172
841,002856.SZ,0.0151
842,002857.SZ,0.0117
843,002858.SZ,0.0133
844,002859.SZ,0.0264
845,002860.SZ,0.0118
846,002861.SZ,0.0162
847,002862.SZ,0.011
848,002863.SZ,0.0159
849,002865.SZ,0.0154
850,002866.SZ,0.0176
851,002867.SZ,0.0407
852,002868.SZ,0.0156
853,002869.SZ,0.0247
854,002870.SZ,0.02
855,002871.SZ,0.0133
856,002872.SZ,0.0
857,002873.SZ,0.0
858,002875.SZ,
859,002876.SZ,0.0
860,002877.SZ,
