,wind_code,i_weight
285,000751.SZ,
286,000752.SZ,
287,000753.SZ,
288,000755.SZ,
289,000756.SZ,
290,000757.SZ,
291,000758.SZ,
292,000759.SZ,
293,000760.SZ,
294,000761.SZ,
295,000762.SZ,
296,000766.SZ,
297,000767.SZ,
298,000768.SZ,
299,000776.SZ,
300,000777.SZ,
301,000778.SZ,
302,000779.SZ,
303,000780.SZ,
304,000782.SZ,
305,000783.SZ,
306,000785.SZ,
307,000786.SZ,
308,000788.SZ,
309,000789.SZ,
310,000790.SZ,
311,000791.SZ,
312,000792.SZ,
313,000793.SZ,
314,000795.SZ,
315,000796.SZ,
316,000797.SZ,
317,000798.SZ,
318,000799.SZ,
319,000800.SZ,
320,000801.SZ,
321,000802.SZ,
322,000803.SZ,
323,000806.SZ,
324,000807.SZ,
325,000809.SZ,
326,000810.SZ,
327,000811.SZ,
328,000812.SZ,
329,000813.SZ,
330,000815.SZ,
331,000816.SZ,
332,000818.SZ,
333,000819.SZ,
334,000820.SZ,
335,000821.SZ,
336,000822.SZ,
337,000823.SZ,
338,000825.SZ,
339,000826.SZ,
340,000828.SZ,
341,000829.SZ,
342,000830.SZ,
343,000831.SZ,
344,000833.SZ,
345,000835.SZ,
346,000836.SZ,
347,000837.SZ,
348,000838.SZ,
349,000839.SZ,
350,000848.SZ,
351,000850.SZ,
352,000851.SZ,
353,000852.SZ,
354,000856.SZ,
355,000858.SZ,
356,000859.SZ,
357,000860.SZ,
358,000861.SZ,
359,000862.SZ,
360,000863.SZ,
361,000868.SZ,
362,000869.SZ,
363,000875.SZ,
364,000876.SZ,
365,000877.SZ,
366,000878.SZ,
367,000880.SZ,
368,000881.SZ,
369,000882.SZ,
370,000883.SZ,
371,000885.SZ,
372,000886.SZ,
373,000887.SZ,
374,000888.SZ,
375,000889.SZ,
376,000890.SZ,
377,000892.SZ,
378,000893.SZ,
379,000895.SZ,
380,000897.SZ,
381,000898.SZ,
382,000899.SZ,
383,000900.SZ,
384,000901.SZ,
385,000902.SZ,
386,000903.SZ,
387,000905.SZ,
388,000906.SZ,
389,000908.SZ,
390,000909.SZ,
391,000910.SZ,
392,000911.SZ,
393,000912.SZ,
394,000913.SZ,
395,000915.SZ,
396,000916.SZ,
397,000917.SZ,
398,000918.SZ,
399,000919.SZ,
400,000920.SZ,
401,000921.SZ,
402,000922.SZ,
403,000923.SZ,
404,000925.SZ,
405,000926.SZ,
406,000927.SZ,
407,000928.SZ,
408,000929.SZ,
409,000930.SZ,
410,000931.SZ,
411,000932.SZ,
412,000933.SZ,
413,000935.SZ,
414,000936.SZ,
415,000937.SZ,
416,000938.SZ,
417,000939.SZ,
418,000948.SZ,
419,000949.SZ,
420,000951.SZ,
421,000952.SZ,
422,000953.SZ,
423,000955.SZ,
424,000957.SZ,
425,000958.SZ,
426,000959.SZ,
427,000960.SZ,
428,000961.SZ,
429,000962.SZ,
430,000963.SZ,
431,000965.SZ,
432,000966.SZ,
433,000967.SZ,
434,000968.SZ,
435,000969.SZ,
436,000970.SZ,
437,000971.SZ,
438,000972.SZ,
439,000973.SZ,
440,000975.SZ,
441,000976.SZ,
442,000977.SZ,
443,000978.SZ,
444,000979.SZ,
445,000980.SZ,
446,000981.SZ,
447,000982.SZ,
448,000983.SZ,
449,000985.SZ,
450,000987.SZ,
451,000988.SZ,
452,000989.SZ,
453,000990.SZ,
454,000993.SZ,
455,000995.SZ,
456,000996.SZ,
457,000997.SZ,
458,000998.SZ,
459,000999.SZ,
460,001696.SZ,
461,001896.SZ,
462,001979.SZ,
463,002001.SZ,
464,002002.SZ,
465,002003.SZ,
466,002004.SZ,
467,002005.SZ,
468,002006.SZ,
469,002007.SZ,
470,002008.SZ,
471,002009.SZ,
472,002010.SZ,
473,002011.SZ,
474,002012.SZ,
475,002013.SZ,
476,002014.SZ,
477,002015.SZ,
478,002016.SZ,
479,002017.SZ,
480,002018.SZ,
481,002019.SZ,
482,002020.SZ,
483,002021.SZ,
484,002022.SZ,
485,002023.SZ,
486,002024.SZ,
487,002025.SZ,
488,002026.SZ,
489,002027.SZ,
490,002028.SZ,
491,002029.SZ,
492,002030.SZ,
493,002031.SZ,
494,002032.SZ,
495,002033.SZ,
496,002034.SZ,
497,002035.SZ,
498,002036.SZ,
499,002037.SZ,
500,002038.SZ,
501,002039.SZ,
502,002040.SZ,
503,002041.SZ,
504,002042.SZ,
505,002043.SZ,
506,002044.SZ,
507,002045.SZ,
508,002046.SZ,
509,002047.SZ,
510,002048.SZ,
511,002049.SZ,
512,002050.SZ,
513,002051.SZ,
514,002052.SZ,
515,002053.SZ,
516,002054.SZ,
517,002055.SZ,
518,002056.SZ,
519,002057.SZ,
520,002058.SZ,
521,002059.SZ,
522,002060.SZ,
523,002061.SZ,
524,002062.SZ,
525,002063.SZ,
526,002064.SZ,
527,002065.SZ,
528,002066.SZ,
529,002067.SZ,
530,002068.SZ,
531,002069.SZ,
532,002070.SZ,
533,002071.SZ,
534,002072.SZ,
535,002073.SZ,
536,002074.SZ,
537,002075.SZ,
538,002076.SZ,
539,002077.SZ,
540,002078.SZ,
541,002079.SZ,
542,002080.SZ,
543,002081.SZ,
544,002082.SZ,
545,002083.SZ,
546,002084.SZ,
547,002085.SZ,
548,002086.SZ,
549,002087.SZ,
550,002088.SZ,
551,002089.SZ,
552,002090.SZ,
553,002091.SZ,
554,002092.SZ,
555,002093.SZ,
556,002094.SZ,
557,002095.SZ,
558,002096.SZ,
559,002097.SZ,
560,002098.SZ,
561,002099.SZ,
562,002100.SZ,
563,002101.SZ,
564,002102.SZ,
565,002103.SZ,
566,002104.SZ,
567,002105.SZ,
568,002106.SZ,
569,002107.SZ,
570,002108.SZ,
571,002109.SZ,
572,002110.SZ,
573,002111.SZ,
574,002112.SZ,
575,002113.SZ,
576,002114.SZ,
577,002115.SZ,
578,002116.SZ,
579,002117.SZ,
580,002118.SZ,
581,002119.SZ,
582,002120.SZ,
583,002121.SZ,
584,002122.SZ,
585,002123.SZ,
586,002124.SZ,
587,002125.SZ,
588,002126.SZ,
589,002127.SZ,
590,002128.SZ,
591,002129.SZ,
592,002130.SZ,
593,002131.SZ,
594,002132.SZ,
595,002133.SZ,
596,002134.SZ,
597,002135.SZ,
598,002136.SZ,
599,002137.SZ,
600,002138.SZ,
601,002139.SZ,
602,002140.SZ,
603,002141.SZ,
604,002142.SZ,
605,002143.SZ,
606,002144.SZ,
607,002145.SZ,
608,002146.SZ,
609,002147.SZ,
610,002148.SZ,
611,002149.SZ,
612,002150.SZ,
613,002151.SZ,
614,002152.SZ,
615,002153.SZ,
616,002154.SZ,
617,002155.SZ,
618,002156.SZ,
619,002157.SZ,
620,002158.SZ,
621,002159.SZ,
622,002160.SZ,
623,002161.SZ,
624,002162.SZ,
625,002163.SZ,
626,002164.SZ,
627,002165.SZ,
628,002166.SZ,
629,002167.SZ,
630,002168.SZ,
631,002169.SZ,
632,002170.SZ,
633,002171.SZ,
634,002172.SZ,
635,002173.SZ,
636,002174.SZ,
637,002175.SZ,
638,002176.SZ,
639,002177.SZ,
640,002178.SZ,
641,002179.SZ,
642,002180.SZ,
643,002181.SZ,
644,002182.SZ,
645,002183.SZ,
646,002184.SZ,
647,002185.SZ,
648,002186.SZ,
649,002187.SZ,
650,002188.SZ,
651,002189.SZ,
652,002190.SZ,
653,002191.SZ,
654,002192.SZ,
655,002193.SZ,
656,002194.SZ,
657,002195.SZ,
658,002196.SZ,
659,002197.SZ,
660,002198.SZ,
661,002199.SZ,
662,002200.SZ,
663,002201.SZ,
664,002202.SZ,
665,002203.SZ,
666,002204.SZ,
667,002205.SZ,
668,002206.SZ,
669,002207.SZ,
670,002208.SZ,
671,002209.SZ,
672,002210.SZ,
673,002211.SZ,
674,002212.SZ,
675,002213.SZ,
676,002214.SZ,
677,002215.SZ,
678,002216.SZ,
679,002217.SZ,
680,002218.SZ,
681,002219.SZ,
682,002220.SZ,
683,002221.SZ,
684,002222.SZ,
685,002223.SZ,
686,002224.SZ,
687,002225.SZ,
688,002226.SZ,
689,002227.SZ,
690,002228.SZ,
691,002229.SZ,
692,002230.SZ,
693,002231.SZ,
694,002232.SZ,
695,002233.SZ,
696,002234.SZ,
697,002235.SZ,
698,002236.SZ,
699,002237.SZ,
700,002238.SZ,
701,002239.SZ,
702,002240.SZ,
703,002241.SZ,
704,002242.SZ,
705,002243.SZ,
706,002244.SZ,
707,002245.SZ,
708,002246.SZ,
709,002247.SZ,
710,002248.SZ,
711,002249.SZ,
712,002250.SZ,
713,002251.SZ,
714,002252.SZ,
715,002253.SZ,
716,002254.SZ,
717,002255.SZ,
718,002256.SZ,
719,002258.SZ,
720,002259.SZ,
721,002260.SZ,
722,002261.SZ,
723,002262.SZ,
724,002263.SZ,
725,002264.SZ,
726,002265.SZ,
727,002266.SZ,
728,002267.SZ,
729,002268.SZ,
730,002269.SZ,
731,002270.SZ,
732,002271.SZ,
733,002272.SZ,
734,002273.SZ,
735,002274.SZ,
736,002275.SZ,
737,002276.SZ,
738,002277.SZ,
739,002278.SZ,
740,002279.SZ,
741,002280.SZ,
742,002281.SZ,
743,002282.SZ,
744,002283.SZ,
745,002284.SZ,
746,002285.SZ,
747,002286.SZ,
748,002287.SZ,
749,002288.SZ,
750,002289.SZ,
751,002290.SZ,
752,002291.SZ,
753,002292.SZ,
754,002293.SZ,
755,002294.SZ,
756,002295.SZ,
757,002296.SZ,
758,002297.SZ,
759,002298.SZ,
760,002299.SZ,
761,002300.SZ,
762,002301.SZ,
763,002302.SZ,
764,002303.SZ,
765,002304.SZ,
766,002305.SZ,
767,002306.SZ,
768,002307.SZ,
769,002308.SZ,
770,002309.SZ,
771,002310.SZ,
772,002311.SZ,
773,002312.SZ,
774,002313.SZ,
775,002314.SZ,
776,002315.SZ,
777,002316.SZ,
778,002317.SZ,
779,002318.SZ,
780,002319.SZ,
781,002320.SZ,
782,002321.SZ,
783,002322.SZ,
784,002323.SZ,
785,002324.SZ,
786,002325.SZ,
787,002326.SZ,
788,002327.SZ,
789,002328.SZ,
790,002329.SZ,
791,002330.SZ,
792,002331.SZ,
793,002332.SZ,
794,002333.SZ,
795,002334.SZ,
796,002335.SZ,
797,002336.SZ,
798,002337.SZ,
799,002338.SZ,
800,002339.SZ,
801,002340.SZ,
802,002341.SZ,
803,002342.SZ,
804,002343.SZ,
805,002344.SZ,
806,002345.SZ,
807,002346.SZ,
808,002347.SZ,
809,002348.SZ,
810,002349.SZ,
811,002350.SZ,
812,002351.SZ,
813,002352.SZ,
814,002353.SZ,
815,002354.SZ,
816,002355.SZ,
817,002356.SZ,
818,002357.SZ,
819,002358.SZ,
820,002359.SZ,
821,002360.SZ,
822,002361.SZ,
823,002362.SZ,
824,002363.SZ,
825,002364.SZ,
826,002365.SZ,
827,002366.SZ,
828,002367.SZ,
829,002368.SZ,
830,002369.SZ,
831,002370.SZ,
832,002371.SZ,
833,002372.SZ,
834,002373.SZ,
835,002374.SZ,
836,002375.SZ,
837,002376.SZ,
838,002377.SZ,
839,002378.SZ,
840,002379.SZ,
841,002380.SZ,
842,002381.SZ,
843,002382.SZ,
844,002383.SZ,
845,002384.SZ,
846,002385.SZ,
847,002386.SZ,
848,002387.SZ,
849,002388.SZ,
850,002389.SZ,
851,002390.SZ,
852,002391.SZ,
853,002392.SZ,
854,002393.SZ,
855,002394.SZ,
856,002395.SZ,
857,002396.SZ,
858,002397.SZ,
859,002398.SZ,
860,002399.SZ,
861,002400.SZ,
862,002401.SZ,
863,002402.SZ,
864,002403.SZ,
865,002404.SZ,
866,002405.SZ,
867,002406.SZ,
868,002407.SZ,
869,002408.SZ,
870,002409.SZ,
871,002410.SZ,
872,002411.SZ,
873,002412.SZ,
874,002413.SZ,
875,002414.SZ,
876,002415.SZ,
877,002416.SZ,
878,002417.SZ,
879,002418.SZ,
880,002419.SZ,
881,002420.SZ,
882,002421.SZ,
883,002422.SZ,
884,002423.SZ,
885,002424.SZ,
886,002425.SZ,
887,002426.SZ,
888,002427.SZ,
889,002428.SZ,
890,002429.SZ,
891,002430.SZ,
892,002431.SZ,
893,002432.SZ,
894,002433.SZ,
895,002434.SZ,
896,002435.SZ,
897,002436.SZ,
898,002437.SZ,
899,002438.SZ,
900,002439.SZ,
901,002440.SZ,
902,002441.SZ,
903,002442.SZ,
904,002443.SZ,
905,002444.SZ,
906,002445.SZ,
907,002446.SZ,
908,002447.SZ,
909,002448.SZ,
910,002449.SZ,
911,002450.SZ,
912,002451.SZ,
913,002452.SZ,
914,002453.SZ,
915,002454.SZ,
916,002455.SZ,
917,002456.SZ,
918,002457.SZ,
919,002458.SZ,
920,002459.SZ,
921,002460.SZ,
922,002461.SZ,
923,002462.SZ,
924,002463.SZ,
925,002464.SZ,
926,002465.SZ,
927,002466.SZ,
928,002467.SZ,
929,002468.SZ,
930,002469.SZ,
931,002470.SZ,
932,002471.SZ,
933,002472.SZ,
934,002473.SZ,
935,002474.SZ,
936,002475.SZ,
937,002476.SZ,
938,002477.SZ,
939,002478.SZ,
940,002479.SZ,
941,002480.SZ,
942,002481.SZ,
943,002482.SZ,
944,002483.SZ,
945,002484.SZ,
946,002485.SZ,
947,002486.SZ,
948,002487.SZ,
949,002488.SZ,
950,002489.SZ,
951,002490.SZ,
952,002491.SZ,
953,002492.SZ,
954,002493.SZ,
955,002494.SZ,
956,002495.SZ,
957,002496.SZ,
958,002497.SZ,
959,002498.SZ,
960,002499.SZ,
961,002500.SZ,
962,002501.SZ,
963,002502.SZ,
964,002503.SZ,
965,002504.SZ,
966,002505.SZ,
967,002506.SZ,
968,002507.SZ,
969,002508.SZ,
970,002509.SZ,
971,002510.SZ,
972,002511.SZ,
973,002512.SZ,
974,002513.SZ,
975,002514.SZ,
976,002515.SZ,
977,002516.SZ,
978,002517.SZ,
979,002518.SZ,
980,002519.SZ,
981,002520.SZ,
982,002521.SZ,
983,002522.SZ,
984,002523.SZ,
985,002524.SZ,
986,002526.SZ,
987,002527.SZ,
988,002528.SZ,
989,002529.SZ,
990,002530.SZ,
991,002531.SZ,
992,002532.SZ,
993,002533.SZ,
994,002534.SZ,
995,002535.SZ,
996,002536.SZ,
997,002537.SZ,
998,002538.SZ,
999,002539.SZ,
1000,002540.SZ,
1001,002541.SZ,
1002,002542.SZ,
1003,002543.SZ,
1004,002544.SZ,
1005,002545.SZ,
1006,002546.SZ,
1007,002547.SZ,
1008,002548.SZ,
1009,002549.SZ,
1010,002550.SZ,
1011,002551.SZ,
1012,002552.SZ,
1013,002553.SZ,
1014,002554.SZ,
1015,002555.SZ,
1016,002556.SZ,
1017,002557.SZ,
1018,002558.SZ,
1019,002559.SZ,
1020,002560.SZ,
1021,002561.SZ,
1022,002562.SZ,
1023,002563.SZ,
1024,002564.SZ,
1025,002565.SZ,
1026,002566.SZ,
1027,002567.SZ,
1028,002568.SZ,
1029,002569.SZ,
1030,002570.SZ,
1031,002571.SZ,
1032,002572.SZ,
1033,002573.SZ,
1034,002574.SZ,
1035,002575.SZ,
1036,002576.SZ,
1037,002577.SZ,
1038,002578.SZ,
1039,002579.SZ,
1040,002580.SZ,
1041,002581.SZ,
1042,002582.SZ,
1043,002583.SZ,
1044,002584.SZ,
1045,002585.SZ,
1046,002586.SZ,
1047,002587.SZ,
1048,002588.SZ,
1049,002589.SZ,
1050,002590.SZ,
1051,002591.SZ,
1052,002592.SZ,
1053,002593.SZ,
1054,002594.SZ,
1055,002595.SZ,
1056,002596.SZ,
1057,002597.SZ,
1058,002598.SZ,
1059,002599.SZ,
1060,002600.SZ,
1061,002601.SZ,
1062,002602.SZ,
1063,002603.SZ,
1064,002604.SZ,
1065,002605.SZ,
1066,002606.SZ,
1067,002607.SZ,
1068,002608.SZ,
1069,002609.SZ,
1070,002610.SZ,
1071,002611.SZ,
1072,002612.SZ,
1073,002613.SZ,
1074,002614.SZ,
1075,002615.SZ,
1076,002616.SZ,
1077,002617.SZ,
1078,002618.SZ,
1079,002619.SZ,
1080,002620.SZ,
1081,002621.SZ,
1082,002622.SZ,
1083,002623.SZ,
1084,002624.SZ,
1085,002625.SZ,
1086,002626.SZ,
1087,002627.SZ,
1088,002628.SZ,
1089,002629.SZ,
1090,002630.SZ,
1091,002631.SZ,
1092,002632.SZ,
1093,002633.SZ,
1094,002634.SZ,
1095,002635.SZ,
1096,002636.SZ,
1097,002637.SZ,
1098,002638.SZ,
1099,002639.SZ,
1100,002640.SZ,
1101,002641.SZ,
1102,002642.SZ,
1103,002643.SZ,
1104,002644.SZ,
1105,002645.SZ,
1106,002646.SZ,
1107,002647.SZ,
1108,002648.SZ,
1109,002649.SZ,
1110,002650.SZ,
1111,002651.SZ,
1112,002652.SZ,
1113,002653.SZ,
1114,002654.SZ,
1115,002655.SZ,
1116,002656.SZ,
1117,002657.SZ,
1118,002658.SZ,
1119,002659.SZ,
1120,002660.SZ,
1121,002661.SZ,
1122,002662.SZ,
1123,002663.SZ,
1124,002664.SZ,
1125,002665.SZ,
1126,002666.SZ,
1127,002667.SZ,
1128,002668.SZ,
1129,002669.SZ,
1130,002670.SZ,
1131,002671.SZ,
1132,002672.SZ,
1133,002673.SZ,
1134,002674.SZ,
1135,002675.SZ,
1136,002676.SZ,
1137,002677.SZ,
1138,002678.SZ,
1139,002679.SZ,
1140,002680.SZ,
1141,002681.SZ,
1142,002682.SZ,
1143,002683.SZ,
1144,002684.SZ,
1145,002685.SZ,
1146,002686.SZ,
1147,002687.SZ,
1148,002688.SZ,
1149,002689.SZ,
1150,002690.SZ,
1151,002691.SZ,
1152,002692.SZ,
1153,002693.SZ,
1154,002694.SZ,
1155,002695.SZ,
1156,002696.SZ,
1157,002697.SZ,
1158,002698.SZ,
1159,002699.SZ,
1160,002700.SZ,
1161,002701.SZ,
1162,002702.SZ,
1163,002703.SZ,
1164,002705.SZ,
1165,002706.SZ,
1166,002707.SZ,
1167,002708.SZ,
1168,002709.SZ,
1169,002711.SZ,
1170,002712.SZ,
1171,002713.SZ,
1172,002714.SZ,
1173,002715.SZ,
1174,002716.SZ,
1175,002717.SZ,
1176,002718.SZ,
1177,002719.SZ,
1178,002721.SZ,
1179,002722.SZ,
1180,002723.SZ,
1181,002724.SZ,
1182,002725.SZ,
1183,002726.SZ,
1184,002727.SZ,
1185,002728.SZ,
1186,002729.SZ,
1187,002730.SZ,
1188,002731.SZ,
1189,002732.SZ,
1190,002733.SZ,
1191,002734.SZ,
1192,002735.SZ,
1193,002736.SZ,
1194,002737.SZ,
1195,002738.SZ,
1196,002739.SZ,
1197,002740.SZ,
1198,002741.SZ,
1199,002742.SZ,
1200,002743.SZ,
1201,002745.SZ,
1202,002746.SZ,
1203,002747.SZ,
1204,002748.SZ,
1205,002749.SZ,
1206,002750.SZ,
1207,002751.SZ,
1208,002752.SZ,
1209,002753.SZ,
1210,002755.SZ,
1211,002756.SZ,
1212,002757.SZ,
1213,002758.SZ,
1214,002759.SZ,
1215,002760.SZ,
1216,002761.SZ,
1217,002762.SZ,
1218,002763.SZ,
1219,002765.SZ,
1220,002766.SZ,
1221,002767.SZ,
1222,002768.SZ,
1223,002769.SZ,
1224,002770.SZ,
1225,002771.SZ,
1226,002772.SZ,
1227,002773.SZ,
1228,002774.SZ,
1229,002775.SZ,
1230,002776.SZ,
1231,002777.SZ,
1232,002778.SZ,
1233,002779.SZ,
1234,002780.SZ,
1235,002781.SZ,
1236,002782.SZ,
1237,002783.SZ,
1238,002785.SZ,
1239,002786.SZ,
1240,002787.SZ,
1241,002788.SZ,
1242,002789.SZ,
1243,002790.SZ,
1244,002791.SZ,
1245,002792.SZ,
1246,002793.SZ,
1247,002795.SZ,
1248,002796.SZ,
1249,002797.SZ,
1250,002798.SZ,
1251,002799.SZ,
1252,002800.SZ,
1253,002801.SZ,
1254,002802.SZ,
1255,002803.SZ,
1256,002805.SZ,
1257,002806.SZ,
1258,002807.SZ,
1259,002808.SZ,
1260,002809.SZ,
1261,002810.SZ,
1262,002811.SZ,
1263,002812.SZ,
1264,002813.SZ,
1265,002815.SZ,
1266,002816.SZ,
1267,002817.SZ,
1268,002818.SZ,
1269,002819.SZ,
1270,002820.SZ,
1271,002821.SZ,
1272,002822.SZ,
1273,002823.SZ,
1274,002824.SZ,
1275,002825.SZ,
1276,002826.SZ,
1277,002827.SZ,
1278,002828.SZ,
1279,002829.SZ,
1280,002830.SZ,
1281,002831.SZ,
1282,002832.SZ,
1283,002833.SZ,
1284,002835.SZ,
1285,002836.SZ,
1286,002837.SZ,
1287,002838.SZ,
1288,002839.SZ,
1289,002840.SZ,
1290,002841.SZ,
1291,002842.SZ,
1292,002843.SZ,
1293,002845.SZ,
1294,002846.SZ,
1295,002847.SZ,
1296,002848.SZ,
1297,002849.SZ,
1298,002850.SZ,
1299,002851.SZ,
1300,002852.SZ,
1301,002853.SZ,
1302,002855.SZ,
1303,002856.SZ,
1304,002857.SZ,
1305,002858.SZ,
1306,002859.SZ,
1307,002860.SZ,
1308,002861.SZ,
1309,002862.SZ,
1310,002863.SZ,
1311,002865.SZ,
1312,002866.SZ,
1313,002867.SZ,
1314,002868.SZ,
1315,002869.SZ,
1316,002870.SZ,
1317,002871.SZ,
1318,002872.SZ,
1319,002873.SZ,
1320,002875.SZ,
1321,002876.SZ,
1322,002877.SZ,
1323,002878.SZ,
1324,200011.SZ,
1325,200012.SZ,
1326,200016.SZ,
1327,200017.SZ,
1328,200018.SZ,
1329,200019.SZ,
1330,200020.SZ,
1331,200022.SZ,
1332,200025.SZ,
1333,200026.SZ,
1334,200028.SZ,
1335,200029.SZ,
1336,200030.SZ,
1337,200037.SZ,
1338,200045.SZ,
1339,200053.SZ,
1340,200054.SZ,
1341,200055.SZ,
1342,200056.SZ,
1343,200058.SZ,
1344,200152.SZ,
1345,200160.SZ,
1346,200168.SZ,
1347,200413.SZ,
1348,200418.SZ,
1349,200429.SZ,
1350,200488.SZ,
1351,200505.SZ,
1352,200512.SZ,
1353,200521.SZ,
1354,200530.SZ,
1355,200539.SZ,
1356,200541.SZ,
1357,200550.SZ,
1358,200553.SZ,
1359,200570.SZ,
1360,200581.SZ,
1361,200596.SZ,
